Regionname,Suburb,Propertycount,Address,CouncilArea,Postcode,Distance,BrokerAgent,Date,Longtitude,Lattitude,Method,Type,Rooms,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Southern Metropolitan,Hughesdale,3145,10 Bowen St,Monash,3166,12.3,Barry,31-08-2046,145.08294,-37.9016,VB,h,4,4,2,1,455,170,1900,1570000
Northern Victoria,Hurstbridge,1345,40 Anzac Av,Nillumbik,3099,26.1,Mason,01-09-2046,145.1991,-37.63826,S,h,5,5,2,2,1034,225,1985,790000
Eastern Metropolitan,Ivanhoe,5549,19 Belmont Rd,Banyule,3079,7.8,Fletchers,02-09-2046,145.03312,-37.76778,S,h,2,2,1,0,1110,,,2400000
Eastern Metropolitan,Ivanhoe,5549,6 Edwin St,Banyule,3079,7.8,Nelson,03-09-2046,145.04965,-37.75715,VB,h,3,3,1,2,360,,,950000
Northern Metropolitan,Jacana,851,47 Lorraine Cr,Hume,3047,14,Morrison,04-09-2046,144.90761,-37.6845,SP,h,3,3,1,2,704,94,1950,550000
Western Metropolitan,Keilor East,5629,20A Etka Av,Moonee Valley,3033,11.7,Nelson,05-09-2046,144.87014,-37.73574,S,t,4,4,2,2,284,,,1022000
Western Metropolitan,Keilor East,5629,50 Milleara Rd,Moonee Valley,3033,11.7,Barry,06-09-2046,144.86526,-37.73305,S,h,3,3,1,1,597,,,850000
Western Metropolitan,Keilor East,5629,1/74 Parkside Av,Moonee Valley,3033,11.7,Nelson,07-09-2046,144.85498,-37.74182,SP,t,3,3,1,1,165,,,518500
Northern Metropolitan,Kensington,5263,33 Kensington Rd,Melbourne,3031,3.4,Nelson,08-09-2046,144.92659,-37.79496,SP,h,3,3,2,2,223,122,1940,1225000
Southern Metropolitan,Kew,10331,64 Adeney Av,Boroondara,3101,5.4,Marshall,09-09-2046,145.0489,-37.80347,S,h,5,5,2,2,696,,,2660000
Southern Metropolitan,Kew,10331,56 Hartington St,Boroondara,3101,5.4,Marshall,10-09-2046,145.04493,-37.79855,PI,h,3,3,1,2,446,115,1960,1510000
Southern Metropolitan,Kew,10331,31/380 High St,Boroondara,3101,5.4,Marshall,11-09-2046,145.03745,-37.80456,S,u,2,2,1,1,0,,,802000
Southern Metropolitan,Kew,10331,3/33 Parkhill Rd,Boroondara,3101,5.4,Nelson,12-09-2046,145.04949,-37.80495,S,t,3,3,2,1,0,114,1977,1007000
Southern Metropolitan,Kew,10331,43 Rowland St,Boroondara,3101,5.4,Marshall,13-09-2046,145.05387,-37.81185,S,h,7,7,4,2,725,,,4050000
Southern Metropolitan,Kew,10331,2 Tregarron Av,Boroondara,3101,5.4,Marshall,14-09-2046,145.06026,-37.80869,S,h,4,4,2,3,776,,,2550000
Southern Metropolitan,Kew,10331,3/32 Wimba Av,Boroondara,3101,5.4,Jellis,15-09-2046,145.05121,-37.80593,VB,u,2,2,2,1,0,108,1950,860000
Southern Metropolitan,Kew East,2671,6 Hamilton St,Boroondara,3102,7.3,Jellis,16-09-2046,145.04816,-37.7976,S,h,2,2,2,2,697,,,1840000
Southern Metropolitan,Kew East,2671,4 Meldrum St,Boroondara,3102,7.3,Jellis,17-09-2046,145.05334,-37.79147,VB,h,4,4,2,2,696,,,1750000
South-Eastern Metropolitan,Keysborough,8459,3 Scotch Av,Greater Dandenong,3173,25.2,iSell,18-09-2046,145.14673,-38.00013,S,t,2,2,2,1,240,,,688000
Western Metropolitan,Kingsville,1808,3/14 Edgar St,Maribyrnong,3012,6.4,Jas,19-09-2046,144.87682,-37.80857,VB,u,3,3,1,1,118,86,1970,570000
Western Metropolitan,Kingsville,1808,182 Williamstown Rd,Maribyrnong,3012,6.4,Jas,20-09-2046,144.88346,-37.81167,SP,h,3,3,1,1,275,11,1936,900000
Northern Victoria,Kurunjang,3553,17 Narebar Ct,Melton,3337,31.7,Reliance,21-09-2046,144.59455,-37.67028,S,h,4,4,1,0,651,150,2000,345000
Northern Metropolitan,Lalor,8279,312 Edgars Rd,Whittlesea,3075,16.3,HAR,22-09-2046,145.00445,-37.6676,S,h,3,3,1,2,525,,,570000
Eastern Victoria,Langwarrin,8743,5 Athol Ct,Frankston,3910,41,O'Brien,23-09-2046,145.19127,-38.15752,VB,h,3,3,3,2,1060,,,650000
Eastern Metropolitan,Lower Plenty,1624,1/29 Main Rd,Banyule,3093,14.6,Fletchers,24-09-2046,145.109,-37.72861,VB,u,2,2,1,1,119,,,420000
Western Metropolitan,Maidstone,3873,3/25 Cathcart St,Maribyrnong,3012,6.4,Biggin,25-09-2046,144.88106,-37.78458,S,t,2,2,2,1,126,95,2015,642500
Western Metropolitan,Maidstone,3873,16A Madden St,Maribyrnong,3012,6.4,Biggin,26-09-2046,144.88143,-37.78974,PI,h,3,3,2,2,159,152,2010,798000
Western Metropolitan,Maidstone,3873,47A Madden St,Maribyrnong,3012,6.4,Jas,27-09-2046,144.87821,-37.78966,S,h,3,3,2,2,0,,,755000
Western Metropolitan,Maidstone,3873,3/13 Winston St,Maribyrnong,3012,6.4,Jas,28-09-2046,144.86483,-37.78559,PI,t,3,3,2,2,186,134.6,2011,710000
Southern Metropolitan,Malvern,4675,20 Coonil Cr,Stonnington,3144,5.9,Hodges,29-09-2046,145.0335,-37.86044,S,h,4,4,3,2,787,282,1915,4050000
Southern Metropolitan,Malvern,4675,1219 Malvern Rd,Stonnington,3144,5.9,Marshall,30-09-2046,145.03335,-37.85189,S,h,3,3,1,2,354,117,1880,1650000
Southern Metropolitan,Malvern,4675,30 Warner St,Stonnington,3144,5.9,Marshall,01-10-2046,145.03863,-37.85183,PI,h,3,3,2,2,400,216,2007,2020000
Southern Metropolitan,Malvern East,8801,34 Kerferd St,Stonnington,3145,8.4,Marshall,02-10-2046,145.0444,-37.86954,VB,h,4,4,3,3,736,,,3000000
Southern Metropolitan,Malvern East,8801,431 Wattletree Rd,Stonnington,3145,8.4,Jellis,03-10-2046,145.05248,-37.8652,PI,h,3,3,3,3,1011,206,1925,2500000
Southern Metropolitan,Malvern East,8801,641 Waverley Rd,Stonnington,3145,8.4,RT,04-10-2046,145.08955,-37.87923,VB,h,3,3,1,2,1128,110,1950,2500000
Western Metropolitan,Maribyrnong,4918,13 Cedar Dr,Maribyrnong,3032,4.3,Biggin,05-10-2046,144.87533,-37.77413,SP,h,3,3,2,2,352,204,1997,1200000
Western Metropolitan,Maribyrnong,4918,2/10 Pridham St,Maribyrnong,3032,4.3,Biggin,06-10-2046,144.88999,-37.7816,S,t,3,3,2,2,366,183.84,2012,940000
Southern Metropolitan,McKinnon,2397,41 McKinnon Rd,Glen Eira,3204,11.4,Buxton,07-10-2046,145.02937,-37.90978,SP,h,2,2,1,2,397,96,1940,1200000
Northern Victoria,Melton West,6065,7 Haywood Gr,Melton,3337,31.7,hockingstuart,08-10-2046,144.54237,-37.68503,S,h,4,4,2,2,935,210,2005,600000
South-Eastern Metropolitan,Mentone,6162,6 Dallas St,Kingston,3194,20,Buxton,09-10-2046,145.0918,-37.98137,VB,h,3,3,1,2,585,,,900000
South-Eastern Metropolitan,Mentone,6162,5 Napier St,Kingston,3194,20,Greg,10-10-2046,145.0609,-37.98707,S,h,4,4,2,2,408,274,2010,2025000
Northern Metropolitan,Mernda,5812,4 Vasari Gdns,Whittlesea,3754,25.9,Love,11-10-2046,145.08785,-37.606,S,h,4,4,2,2,475,220,2012,630000
Eastern Metropolitan,Mitcham,6871,9 Davison St,Whitehorse,3132,17.2,Noel,12-10-2046,145.20763,-37.82771,S,h,3,3,1,2,684,,,1071000
Eastern Metropolitan,Mitcham,6871,9/21 Doncaster East Rd,Whitehorse,3132,17.2,Noel,13-10-2046,145.19506,-37.8099,S,t,3,3,2,2,323,,,973000
Eastern Metropolitan,Montmorency,3891,8 Grand Bvd,Banyule,3094,16.2,Buckingham,14-10-2046,145.12488,-37.72532,SP,h,3,3,2,4,786,,1960,881100
Western Metropolitan,Moonee Ponds,6232,38 Bent St,Moonee Valley,3039,6.2,Nelson,15-10-2046,144.92886,-37.76218,S,h,2,2,1,1,283,,,1060000
Western Metropolitan,Moonee Ponds,6232,39 Taylor St,Moonee Valley,3039,6.2,Jellis,16-10-2046,144.9185,-37.76389,VB,h,3,3,2,2,674,141,1920,1225000
Eastern Victoria,Mooroolbark,8280,39 Diane Cr,Yarra Ranges,3138,26.5,Fletchers,17-10-2046,145.30721,-37.78216,S,h,3,3,1,4,905,,,930000
South-Eastern Metropolitan,Mordialloc,3650,8 Ashmore Av,Kingston,3195,21.5,Buxton,18-10-2046,145.08589,-38.00119,SP,h,4,4,2,2,656,303,1950,1800000
South-Eastern Metropolitan,Mordialloc,3650,6 Winterset Cl,Kingston,3195,21.5,Hodges,19-10-2046,145.10078,-38.00477,S,h,4,4,2,2,695,,,1440000
Eastern Metropolitan,Mount Waverley,13366,1/37 Bennett Av,Monash,3149,14.2,Fletchers,20-10-2046,145.14523,-37.85991,SA,t,3,3,2,2,344,3,2000,900000
Eastern Metropolitan,Mount Waverley,13366,1/21 Herbert St,Monash,3149,14.2,Buxton,21-10-2046,145.11775,-37.86528,S,u,2,2,1,1,292,,,730000
Eastern Metropolitan,Mount Waverley,13366,44 William St,Monash,3149,14.2,McGrath,22-10-2046,145.12328,-37.88007,S,h,5,5,5,2,667,431,2015,2558000
South-Eastern Metropolitan,Mulgrave,7113,95 Wanda St,Monash,3170,18.8,Noel,23-10-2046,145.16664,-37.92862,SP,h,4,4,2,7,771,,,1001000
South-Eastern Metropolitan,Narre Warren,9376,6 Forsyth Ct,Casey,3805,34.1,O'Brien,24-10-2046,145.29076,-38.01706,S,h,4,4,2,2,638,,,655000
Western Metropolitan,Newport,5498,77 Farm St,Hobsons Bay,3015,6.2,Burnham,25-10-2046,144.88494,-37.84147,PI,h,2,2,1,0,571,,,1050000
Western Metropolitan,Newport,5498,5/13 Liley St,Hobsons Bay,3015,6.2,Williams,26-10-2046,144.88636,-37.85134,S,t,3,3,2,2,200,126.7,2005,730000
Western Metropolitan,Newport,5498,50 Peel St,Hobsons Bay,3015,6.2,Williams,27-10-2046,144.88948,-37.84586,SP,h,3,3,2,2,358,,2017,1195000
Western Metropolitan,Newport,5498,46A Schutt St,Hobsons Bay,3015,6.2,Williams,28-10-2046,144.88128,-37.83859,S,h,4,4,2,2,224,,,923000
Western Metropolitan,Newport,5498,2/22 Thorpe St,Hobsons Bay,3015,6.2,RT,29-10-2046,144.86525,-37.84608,S,u,2,2,1,1,163,,1990,600000
Western Metropolitan,Niddrie,2291,45 Muriel St,Moonee Valley,3042,10.4,Barry,30-10-2046,144.88722,-37.7431,S,h,3,3,2,1,324,207,2016,1230000
Northern Metropolitan,North Melbourne,6821,60 Arden St,Melbourne,3051,1.8,Jellis,31-10-2046,144.9496,-37.80072,S,h,4,4,2,1,137,,,1475000
Northern Metropolitan,North Melbourne,6821,50/171 Flemington Rd,Melbourne,3051,1.8,Jellis,01-11-2046,144.94922,-37.7955,VB,u,2,2,1,1,0,,1983,450000
Northern Metropolitan,North Melbourne,6821,19/49 Haines St,Melbourne,3051,1.8,Woodards,02-11-2046,144.94747,-37.79878,PI,u,2,2,1,1,1618,,,525000
Northern Metropolitan,Northcote,11364,41 Barry St,Darebin,3070,5.3,Woodards,03-11-2046,144.99528,-37.77985,S,h,3,3,1,2,260,,,1225000
Northern Metropolitan,Northcote,11364,40 Gadd St,Darebin,3070,5.3,McGrath,04-11-2046,144.99375,-37.7628,SP,h,4,4,2,1,5,,,1955000
Northern Metropolitan,Northcote,11364,21 Simpson St,Darebin,3070,5.3,McGrath,05-11-2046,145.00627,-37.78062,S,h,3,3,1,2,901,,,2775000
Eastern Metropolitan,Nunawading,4973,23 High St,Whitehorse,3131,15.4,Fletchers,06-11-2046,145.17163,-37.82688,S,h,3,3,1,2,717,,,1310000
Southern Metropolitan,Oakleigh,3224,6 Gillon Ct,Monash,3166,12.3,Woodards,07-11-2046,145.10472,-37.89215,S,h,4,4,2,3,588,,1970,1415000
South-Eastern Metropolitan,Oakleigh South,3692,3/6 Reid St,Monash,3167,15.5,Ray,08-11-2046,145.0862,-37.91061,SP,u,2,2,1,1,0,62,1980,601000
Southern Metropolitan,Ormond,3578,12/26 Lillimur Rd,Glen Eira,3204,11.4,Gary,09-11-2046,145.04172,-37.90188,VB,u,2,2,1,1,1100,,,440000
Southern Metropolitan,Ormond,3578,22/30 Lillimur Rd,Glen Eira,3204,11.4,Woodards,10-11-2046,145.04184,-37.90143,S,u,1,1,1,1,2029,54,2009,370000
South-Eastern Metropolitan,Parkdale,5087,8 Hicks St,Kingston,3195,21.5,Ray,11-11-2046,145.09131,-37.98703,S,h,3,3,2,2,597,,,1051000
South-Eastern Metropolitan,Parkdale,5087,1/41 Seventh St,Kingston,3195,21.5,Buxton,12-11-2046,145.07741,-37.98833,S,t,3,3,2,2,300,,,1206000
Northern Metropolitan,Pascoe Vale,7485,1/22 Archibald St,Moreland,3044,8.5,Nelson,13-11-2046,144.93301,-37.72882,S,t,3,3,2,1,0,149,2014,900000
Northern Metropolitan,Pascoe Vale,7485,14 Oakbank Gr,Moreland,3044,8.5,Brad,14-11-2046,144.94418,-37.73112,S,h,3,3,1,2,587,,,940000
Northern Metropolitan,Pascoe Vale,7485,2/566 Pascoe Vale Rd,Moreland,3044,8.5,Brad,15-11-2046,144.92232,-37.7237,S,u,1,1,1,1,0,35,1970,257500
Northern Metropolitan,Pascoe Vale,7485,4/566 Pascoe Vale Rd,Moreland,3044,8.5,Brad,16-11-2046,144.92232,-37.7237,S,u,1,1,1,1,995,35,1970,257500
Northern Metropolitan,Pascoe Vale,7485,17 Valerie St,Moreland,3044,8.5,Brad,17-11-2046,144.93788,-37.72034,S,h,3,3,2,2,256,190,2017,1114000
Western Metropolitan,Point Cook,15542,4 Hewett Dr,Wyndham,3030,14.7,LJ,18-11-2046,144.72559,-37.89273,SP,h,3,3,2,2,312,185,2014,520000
Western Metropolitan,Point Cook,15542,133 Lennon Bvd,Wyndham,3030,14.7,S&L,19-11-2046,144.73925,-37.89807,S,h,4,4,2,2,630,,2006,715000
Southern Metropolitan,Port Melbourne,8648,25 Barak Rd,Port Phillip,3207,3.5,Marshall,20-11-2046,144.92442,-37.83802,VB,h,3,3,2,3,337,,,1900000
Southern Metropolitan,Port Melbourne,8648,202/90 Beach St,Port Phillip,3207,3.5,Cayzer,21-11-2046,144.93547,-37.84068,S,u,2,2,2,2,0,,2000,1480000
Southern Metropolitan,Port Melbourne,8648,305/38 Nott St,Port Phillip,3207,3.5,Chisholm,22-11-2046,144.93809,-37.84158,S,u,2,2,2,1,0,77,2013,760000
Southern Metropolitan,Prahran,7717,19 Airlie Av,Stonnington,3181,4.6,Jellis,23-11-2046,145.00839,-37.85565,S,h,4,4,2,2,401,154,1910,2635000
Southern Metropolitan,Prahran,7717,95 Chomley St,Stonnington,3181,4.6,Biggin,24-11-2046,145.00571,-37.85562,S,h,2,2,1,0,192,100,1910,1250000
Southern Metropolitan,Prahran,7717,4/24 Grandview Gr,Stonnington,3181,4.6,hockingstuart,25-11-2046,145.00832,-37.85126,VB,u,1,1,1,2,0,50,1960,400000
Southern Metropolitan,Prahran,7717,8 Linden Ct,Stonnington,3181,4.6,Marshall,26-11-2046,145.00254,-37.85768,S,h,4,4,2,2,787,275,1930,4200000
Southern Metropolitan,Prahran,7717,11A Percy St,Stonnington,3181,4.6,hockingstuart,27-11-2046,144.99092,-37.85083,S,h,2,2,2,1,78,,,1310000
Southern Metropolitan,Prahran,7717,20/20 St Edmonds Rd,Stonnington,3181,4.6,hockingstuart,28-11-2046,144.99188,-37.85059,S,u,2,2,1,2,0,78,2000,626000
Northern Metropolitan,Preston,14577,19 Bruce St,Darebin,3072,8.4,Nelson,29-11-2046,145.0008,-37.74251,S,h,3,3,2,2,585,,,1270000
Northern Metropolitan,Preston,14577,210 Gower St,Darebin,3072,8.4,Nelson,30-11-2046,145.01202,-37.74118,S,h,3,3,1,5,581,,,980000
Northern Metropolitan,Preston,14577,66 McNamara St,Darebin,3072,8.4,Nelson,01-12-2046,144.98538,-37.72879,S,h,4,4,1,2,552,140,1940,1148000
Northern Metropolitan,Princes Hill,1008,78 Arnold St,Yarra,3054,3.5,Collins,02-12-2046,144.96548,-37.78311,S,h,3,3,2,1,288,,,1540000
Northern Metropolitan,Reservoir,21650,32A Broadhurst Av,Darebin,3073,12,Barry,03-12-2046,145.0045,-37.70833,S,h,4,4,3,4,725,,,1210000
Northern Metropolitan,Reservoir,21650,13 Clinnick St,Darebin,3073,12,Nelson,04-12-2046,144.99873,-37.72017,S,h,3,3,1,2,529,99,1960,935000
Northern Metropolitan,Reservoir,21650,22 Dyson St,Darebin,3073,12,Stockdale,05-12-2046,144.9871,-37.71331,S,h,3,3,2,2,292,119,1950,510000
Northern Metropolitan,Reservoir,21650,39 Gertz Av,Darebin,3073,12,HAR,06-12-2046,145.03411,-37.69894,S,h,5,5,3,2,650,,,861000
Northern Metropolitan,Reservoir,21650,1053 High St,Darebin,3073,12,Stockdale,07-12-2046,145.01039,-37.69969,S,h,3,3,1,2,952,,,732000
Northern Metropolitan,Reservoir,21650,13 Nutwood St,Darebin,3073,12,Ray,08-12-2046,145.033,-37.70952,SP,h,4,4,2,2,479,157,1995,755000
Northern Metropolitan,Reservoir,21650,1/72 Pine St,Darebin,3073,12,Barry,09-12-2046,144.99849,-37.71751,S,u,1,1,1,1,60,,1970,325000
Northern Metropolitan,Reservoir,21650,52 Powell St,Darebin,3073,12,Nelson,10-12-2046,144.99892,-37.72614,S,h,4,4,2,2,499,260,1940,1200000
Eastern Metropolitan,Ringwood,7785,12 Gordon Ct,Maroondah,3134,19.9,McGrath,11-12-2046,145.22564,-37.8357,VB,h,3,3,2,2,1555,,,1450000
Eastern Metropolitan,Ringwood,7785,6A Heather Gr,Maroondah,3134,19.9,RW,12-12-2046,145.22228,-37.82536,S,h,3,3,2,1,461,133,2005,800000
Eastern Metropolitan,Ringwood,7785,1/14 Paxton St,Maroondah,3134,19.9,Carter,13-12-2046,145.23339,-37.80436,S,u,2,2,1,1,306,,,655000
Eastern Metropolitan,Ringwood North,3619,41 Felix Cr,Maroondah,3134,19.9,Appleby,14-12-2046,145.22151,-37.80161,SP,h,4,4,2,2,962,,,812000
Eastern Metropolitan,Rosanna,3540,157 Bellevue Av,Banyule,3084,8.9,Fletchers,15-12-2046,145.06564,-37.73165,PI,h,3,3,2,2,697,,,1400000
Eastern Metropolitan,Rosanna,3540,7 Pilgrim Ct,Banyule,3084,8.9,Miles,16-12-2046,145.07973,-37.73968,S,h,5,5,3,3,694,210,1975,1170000
South-Eastern Metropolitan,Rowville,11667,38 Armstrong Dr,Knox,3178,23.5,Harcourts,17-12-2046,145.25705,-37.92739,S,h,5,5,3,2,725,,,970000
Southern Metropolitan,Sandringham,4497,26 Kirkwood Av,Bayside,3191,15.2,Buxton,18-12-2046,145.01418,-37.95762,VB,h,5,5,4,4,700,,,3350000
Southern Metropolitan,Sandringham,4497,76 Vincent St,Bayside,3191,15.2,Buxton,19-12-2046,145.02054,-37.95017,S,h,5,5,3,2,556,,2012,2255000
Eastern Metropolitan,Scoresby,2206,5 Drysdale Ct,Knox,3179,22.2,hockingstuart,20-12-2046,145.22294,-37.89628,SP,h,3,3,2,2,590,151,1981,870000
Western Metropolitan,Seddon,2417,124 Albert St,Maribyrnong,3011,5.1,Jas,21-12-2046,144.89601,-37.80803,S,h,4,4,2,2,457,,,1870000
Southern Metropolitan,South Melbourne,5943,13/297 Dorcas St,Port Phillip,3205,1.9,Greg,22-12-2046,144.95782,-37.83453,VB,t,3,3,3,2,100,,,1750000
Southern Metropolitan,South Melbourne,5943,426 Dorcas St,Port Phillip,3205,1.9,Greg,23-12-2046,144.94963,-37.83591,VB,h,4,4,3,1,153,93,1900,1800000
Southern Metropolitan,South Melbourne,5943,173 Nelson Rd,Port Phillip,3205,1.9,Greg,24-12-2046,144.95113,-37.83923,S,h,4,4,3,0,280,,1890,3825000
Northern Metropolitan,South Morang,7969,15 Vincent Dr,Whittlesea,3752,20.5,Love,25-12-2046,145.07805,-37.63873,S,h,4,4,2,2,196,163,2008,485000
Southern Metropolitan,South Yarra,14887,2/1 Alexandra Av,Melbourne,3141,2.7,Kay,26-12-2046,144.98514,-37.82863,S,u,2,2,2,1,0,109,1930,1350000
Southern Metropolitan,South Yarra,14887,44/100 Commercial Rd,Melbourne,3141,2.7,hockingstuart,27-12-2046,144.98487,-37.8453,S,u,3,3,2,3,0,20,,940000
Southern Metropolitan,South Yarra,14887,10/20 Cromwell Rd,Stonnington,3141,2.7,Jellis,28-12-2046,145.00018,-37.8446,PI,u,1,1,1,1,0,50,1960,410000
Southern Metropolitan,South Yarra,14887,2/12 Kensington Rd,Stonnington,3141,2.7,Jellis,29-12-2046,145.00133,-37.83873,SP,u,2,2,1,0,0,,,980000
Southern Metropolitan,South Yarra,14887,104/5 Wilson St,Stonnington,3141,2.7,hockingstuart,30-12-2046,144.99577,-37.84368,PI,u,1,1,1,0,0,,,380000
Southern Metropolitan,Southbank,8400,17/30 Miles St,Melbourne,3006,0.7,hockingstuart,31-12-2046,144.96627,-37.8281,S,u,2,2,1,1,0,88,,625000
South-Eastern Metropolitan,Springvale,7412,67 Glendale Rd,Greater Dandenong,3171,20.8,Barry,01-01-2047,145.14674,-37.93594,S,h,6,6,2,2,869,,,917000
Western Metropolitan,St Albans,14042,38 Charlbury Gr,Brimbank,3021,14,YPA,02-01-2047,144.78348,-37.73084,S,h,4,4,2,2,592,,,632500
Western Metropolitan,St Albans,14042,148 Power St,Brimbank,3021,14,Sweeney,03-01-2047,144.79592,-37.72945,SP,h,3,0,0,0,600,,,702000
Southern Metropolitan,St Kilda,13240,12/14 Chapel St,Port Phillip,3182,5,McGrath,04-01-2047,144.99161,-37.86257,SP,u,2,2,1,0,0,107,1950,701000
Southern Metropolitan,St Kilda,13240,48 Greeves St,Port Phillip,3182,5,Gary,05-01-2047,144.98324,-37.86667,VB,h,4,4,2,3,613,160,1910,1600000
Western Metropolitan,Strathmore,3284,78 Bulla Rd,Moonee Valley,3041,8.2,Nelson,06-01-2047,144.90587,-37.73681,SP,h,7,7,3,4,608,355,1999,2000000
Western Metropolitan,Strathmore,3284,5 Kilburn St,Moonee Valley,3041,8.2,Considine,07-01-2047,144.92243,-37.73154,S,h,4,4,3,2,861,274,1955,1610000
Western Metropolitan,Strathmore,3284,38 Upland Rd,Moonee Valley,3041,8.2,Barry,08-01-2047,144.92172,-37.74057,S,h,3,3,2,3,697,,,1742000
Western Metropolitan,Strathmore,3284,47 York St,Moonee Valley,3041,8.2,Considine,09-01-2047,144.91521,-37.73456,S,h,3,3,2,1,304,,,1016000
Western Metropolitan,Sunshine,3755,75 Duke St,Brimbank,3020,10.5,S&L,10-01-2047,144.84569,-37.78703,SP,h,3,3,2,1,485,130,1950,700000
Western Metropolitan,Sunshine,3755,80 Wright St,Brimbank,3020,10.5,Barry,11-01-2047,144.83206,-37.79595,SP,h,2,2,1,0,418,94,1940,615000
Western Metropolitan,Sunshine West,6763,60 Murray St,Brimbank,3020,10.5,hockingstuart,12-01-2047,144.80099,-37.78825,VB,h,3,3,1,2,691,,,650000
Southern Metropolitan,Surrey Hills,5457,37 Newton St,Whitehorse,3127,10.2,Fletchers,13-01-2047,145.10877,-37.83199,VB,h,5,5,3,2,593,309,2016,2400000
Southern Metropolitan,Surrey Hills,5457,3/51 Park Rd,Whitehorse,3127,10.2,Jellis,14-01-2047,145.10609,-37.8364,S,t,3,3,1,2,271,,,938000
Southern Metropolitan,Surrey Hills,5457,66 Union Rd,Boroondara,3127,10.2,Fletchers,15-01-2047,145.09642,-37.82933,SA,h,4,4,2,2,910,,,2290000
Southern Metropolitan,Surrey Hills,5457,424 Whitehorse Rd,Boroondara,3127,10.2,Jellis,16-01-2047,145.08968,-37.81403,PI,h,3,3,2,2,780,,,1775000
Western Metropolitan,Sydenham,3640,8 Stockyard Cl,Brimbank,3037,18,Purplebricks,17-01-2047,144.7685,-37.69969,S,h,3,3,2,4,665,,,659500
Western Metropolitan,Tarneit,10160,37 Tyler Cr,Wyndham,3029,18.4,Purplebricks,18-01-2047,144.65407,-37.84267,SP,h,4,4,2,2,498,167,2010,505000
Western Metropolitan,Tarneit,10160,4 Welford St,Wyndham,3029,18.4,Reliance,19-01-2047,144.6887,-37.83851,SP,h,4,4,2,2,452,159,2009,560000
Western Metropolitan,Taylors Lakes,5336,21 Fastnet Dr,Brimbank,3038,15.5,Prof.,20-01-2047,144.78413,-37.70847,S,h,4,4,2,2,651,,,701000
Eastern Metropolitan,Templestowe,6202,7 Atkinson St,Manningham,3106,15.5,Jellis,21-01-2047,145.11958,-37.75343,S,h,4,4,2,3,1330,,,2600000
Eastern Metropolitan,Templestowe,6202,67 Hawtin St,Manningham,3106,15.5,Barry,22-01-2047,145.13478,-37.75807,S,h,4,4,2,2,646,167,1980,1205000
Eastern Metropolitan,Templestowe,6202,270 Serpells Rd,Manningham,3106,15.5,Ray,23-01-2047,145.15894,-37.76873,PI,h,5,5,3,2,787,334,1990,1750000
Eastern Metropolitan,Templestowe,6202,25 Templemore Dr,Manningham,3106,15.5,Jellis,24-01-2047,145.16655,-37.75334,VB,h,4,4,2,2,1025,,1980,1350000
Eastern Metropolitan,Templestowe,6202,5 Timothy Ct,Manningham,3106,15.5,Ray,25-01-2047,145.15341,-37.74508,PI,h,5,5,3,3,4001,,1995,2300000
Eastern Metropolitan,Templestowe,6202,4 Wynnewood Ct,Manningham,3106,15.5,Barry,26-01-2047,145.15521,-37.75571,S,h,5,5,2,2,862,,,2330000
Eastern Metropolitan,Templestowe Lower,5420,38 Caroline Dr,Manningham,3107,12.4,Jellis,27-01-2047,145.11207,-37.76616,S,h,3,3,2,3,725,,,1350000
Eastern Metropolitan,Templestowe Lower,5420,53 Fyfe Dr,Manningham,3107,12.4,Barry,28-01-2047,145.1214,-37.77033,PI,h,5,5,2,2,648,250,1975,1410000
Eastern Metropolitan,Templestowe Lower,5420,24 Marcus Rd,Manningham,3107,12.4,Ray,29-01-2047,145.10429,-37.77006,S,h,3,3,1,2,716,,,1204000
Eastern Metropolitan,The Basin,1690,14 Bayview Cr,Knox,3154,27,iTRAK,30-01-2047,145.30716,-37.863,S,h,3,3,1,0,1281,,,610000
Northern Metropolitan,Thomastown,7955,8 Barbara Ct,Whittlesea,3074,15.3,hockingstuart,31-01-2047,145.03656,-37.67877,PI,h,4,4,1,2,695,,,760000
Northern Metropolitan,Thomastown,7955,5 Natalie Ct,Whittlesea,3074,15.3,HAR,01-02-2047,145.00556,-37.67231,S,h,3,3,2,2,541,121,1980,670000
Southern Metropolitan,Toorak,7217,3/716 Orrong Rd,Stonnington,3142,4.1,Scott,02-02-2047,145.01425,-37.8404,S,u,3,3,2,2,0,176,1930,1860000
Southern Metropolitan,Toorak,7217,9/758 Orrong Rd,Stonnington,3142,4.1,Marshall,03-02-2047,145.01476,-37.83725,VB,u,3,3,2,2,0,,1975,1400000
Southern Metropolitan,Toorak,7217,6/14 Woorigoleen Rd,Stonnington,3142,4.1,Castran,04-02-2047,145.01819,-37.84297,PI,u,3,3,2,1,187,133,1940,1350000
Western Metropolitan,Travancore,1052,112 Baroda St,Moonee Valley,3032,4.3,Nelson,05-02-2047,144.93482,-37.77784,PI,h,4,4,3,2,291,,,2070000
Eastern Metropolitan,Vermont,4181,25 Caldwell Rd,Whitehorse,3133,17.2,Philip,06-02-2047,145.21086,-37.835,SA,h,3,3,1,2,603,,,865000
Eastern Metropolitan,Vermont,4181,11 Manhattan Sq,Whitehorse,3133,17.2,hockingstuart,07-02-2047,145.21264,-37.83459,S,h,4,4,2,0,539,192,1978,980000
